date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2023-07-11,14.28,3.58,450,"1993-07-04 2022-07-18",94.15,6.55,450,"1993-07-04 2022-07-18",20.83,4.8,450,"1993-07-04 2022-07-18",31.38,9.2,450,"1993-07-04 2022-07-18",8.98,3.42,450,"1993-07-04 2022-07-18",62.19,16.47,450,"1993-07-04 2022-07-18",10.91,3.17,450,"1993-07-04 2022-07-18",8.78,7.02,450,"1993-07-04 2022-07-18",3.08,7.34,450,"1993-07-04 2022-07-18",3.09,7.36,447,"1993-07-04 2022-07-18",0,0,447,"1993-07-04 2022-07-18",0,0,270,"1993-07-04 2010-07-18",,,,
2023-07-10,14.22,3.55,450,"1993-07-03 2022-07-17",94.18,6.6,450,"1993-07-03 2022-07-17",20.72,4.77,450,"1993-07-03 2022-07-17",31.47,9.32,450,"1993-07-03 2022-07-17",8.92,3.43,450,"1993-07-03 2022-07-17",62.37,16.43,450,"1993-07-03 2022-07-17",10.8,3.12,450,"1993-07-03 2022-07-17",8.8,7.08,450,"1993-07-03 2022-07-17",3.07,7.25,450,"1993-07-03 2022-07-17",3.08,7.27,447,"1993-07-03 2022-07-17",0,0,447,"1993-07-03 2022-07-17",0,0,270,"1993-07-03 2010-07-17",,,,
2023-07-09,14.17,3.53,450,"1993-07-02 2022-07-16",94.4,6.52,450,"1993-07-02 2022-07-16",20.61,4.76,450,"1993-07-02 2022-07-16",31.35,9.33,450,"1993-07-02 2022-07-16",8.81,3.32,450,"1993-07-02 2022-07-16",62.76,16.43,450,"1993-07-02 2022-07-16",10.63,3.09,450,"1993-07-02 2022-07-16",8.63,7.09,450,"1993-07-02 2022-07-16",3.2,7.48,450,"1993-07-02 2022-07-16",3.22,7.5,447,"1993-07-02 2022-07-16",0,0,447,"1993-07-02 2022-07-16",0,0,270,"1993-07-02 2010-07-16",,,,
2023-07-08,14.07,3.51,450,"1993-07-01 2022-07-15",94.55,6.47,450,"1993-07-01 2022-07-15",20.48,4.75,450,"1993-07-01 2022-07-15",31.37,9.31,450,"1993-07-01 2022-07-15",8.72,3.32,450,"1993-07-01 2022-07-15",63.06,16.29,450,"1993-07-01 2022-07-15",10.48,3.13,450,"1993-07-01 2022-07-15",8.67,7.15,450,"1993-07-01 2022-07-15",3.16,7.49,450,"1993-07-01 2022-07-15",3.17,7.51,447,"1993-07-01 2022-07-15",0,0,447,"1993-07-01 2022-07-15",0,0,270,"1993-07-01 2010-07-15",,,,
2023-07-07,13.99,3.63,450,"1993-06-30 2022-07-14",94.71,6.31,450,"1993-06-30 2022-07-14",20.32,4.79,450,"1993-06-30 2022-07-14",31.27,9.28,450,"1993-06-30 2022-07-14",8.67,3.46,450,"1993-06-30 2022-07-14",63.41,16.13,450,"1993-06-30 2022-07-14",10.36,3.21,450,"1993-06-30 2022-07-14",8.6,7.1,450,"1993-06-30 2022-07-14",2.92,7.02,450,"1993-06-30 2022-07-14",2.93,7.04,446,"1993-06-30 2022-07-14",0,0,447,"1993-06-30 2022-07-14",0,0,271,"1993-06-30 2011-06-30",,,,
2023-07-06,13.87,3.76,450,"1993-06-29 2022-07-13",94.86,6.22,450,"1993-06-29 2022-07-13",20.15,4.84,450,"1993-06-29 2022-07-13",31.43,9.58,450,"1993-06-29 2022-07-13",8.57,3.57,450,"1993-06-29 2022-07-13",63.89,15.95,450,"1993-06-29 2022-07-13",10.23,3.29,450,"1993-06-29 2022-07-13",8.53,7.14,450,"1993-06-29 2022-07-13",2.88,6.94,450,"1993-06-29 2022-07-13",2.89,6.97,446,"1993-06-29 2022-07-13",0,0,447,"1993-06-29 2022-07-13",0,0,272,"1993-06-29 2011-06-30",,,,
2023-07-05,13.78,3.79,450,"1993-06-28 2022-07-12",95.14,5.94,450,"1993-06-28 2022-07-12",19.94,4.9,450,"1993-06-28 2022-07-12",31.55,9.68,450,"1993-06-28 2022-07-12",8.4,3.68,450,"1993-06-28 2022-07-12",64.24,16.21,450,"1993-06-28 2022-07-12",10.06,3.32,450,"1993-06-28 2022-07-12",8.69,7.13,450,"1993-06-28 2022-07-12",2.89,6.97,450,"1993-06-28 2022-07-12",2.9,7,446,"1993-06-28 2022-07-12",0,0,447,"1993-06-28 2022-07-12",0,0,273,"1993-06-28 2011-06-30",,,,
2023-07-04,13.66,3.8,450,"1993-06-27 2022-07-11",95.31,5.67,450,"1993-06-27 2022-07-11",19.72,4.96,450,"1993-06-27 2022-07-11",31.43,9.58,450,"1993-06-27 2022-07-11",8.22,3.74,450,"1993-06-27 2022-07-11",64.65,16.28,450,"1993-06-27 2022-07-11",9.82,3.4,450,"1993-06-27 2022-07-11",8.59,7.16,450,"1993-06-27 2022-07-11",3.02,7.02,450,"1993-06-27 2022-07-11",3.04,7.04,447,"1993-06-27 2022-07-11",0,0,448,"1993-06-27 2022-07-11",0,0,274,"1993-06-27 2011-06-30",,,,
2023-07-03,13.53,3.83,450,"1993-06-26 2022-07-10",95.38,5.55,450,"1993-06-26 2022-07-10",19.6,4.98,450,"1993-06-26 2022-07-10",31.55,9.55,450,"1993-06-26 2022-07-10",8.01,3.79,450,"1993-06-26 2022-07-10",64.51,16.18,450,"1993-06-26 2022-07-10",9.63,3.45,450,"1993-06-26 2022-07-10",8.49,7.14,450,"1993-06-26 2022-07-10",3.02,7.03,450,"1993-06-26 2022-07-10",3.04,7.05,447,"1993-06-26 2022-07-10",0,0,448,"1993-06-26 2022-07-10",0,0,275,"1993-06-26 2011-06-30",,,,
2023-07-02,13.37,3.83,450,"1993-06-25 2022-07-09",95.43,5.43,450,"1993-06-25 2022-07-09",19.43,4.99,450,"1993-06-25 2022-07-09",31.28,9.28,450,"1993-06-25 2022-07-09",7.9,3.85,450,"1993-06-25 2022-07-09",64.62,16.24,450,"1993-06-25 2022-07-09",9.47,3.5,450,"1993-06-25 2022-07-09",8.3,7.01,450,"1993-06-25 2022-07-09",3.08,7.08,450,"1993-06-25 2022-07-09",3.09,7.1,447,"1993-06-25 2022-07-09",0,0,448,"1993-06-25 2022-07-09",0,0,276,"1993-06-25 2011-06-30",,,,
2023-07-01,13.27,3.91,450,"1993-06-24 2022-07-08",95.59,5.28,450,"1993-06-24 2022-07-08",19.21,5.06,450,"1993-06-24 2022-07-08",31.37,9.21,450,"1993-06-24 2022-07-08",7.78,3.93,450,"1993-06-24 2022-07-08",65.04,16.32,450,"1993-06-24 2022-07-08",9.3,3.58,450,"1993-06-24 2022-07-08",8.44,7.07,450,"1993-06-24 2022-07-08",3.1,7.2,450,"1993-06-24 2022-07-08",3.11,7.22,447,"1993-06-24 2022-07-08",0,0,448,"1993-06-24 2022-07-08",0,0,277,"1993-06-24 2011-06-30",,,,
2023-06-30,13.18,3.99,450,"1993-06-23 2022-07-07",95.68,5.16,450,"1993-06-23 2022-07-07",19.06,5.16,450,"1993-06-23 2022-07-07",31.45,9.32,450,"1993-06-23 2022-07-07",7.7,3.97,450,"1993-06-23 2022-07-07",65.53,16.44,450,"1993-06-23 2022-07-07",9.19,3.59,450,"1993-06-23 2022-07-07",8.52,7.1,450,"1993-06-23 2022-07-07",3.25,7.33,450,"1993-06-23 2022-07-07",3.27,7.35,447,"1993-06-23 2022-07-07",0,0,448,"1993-06-23 2022-07-07",0,0,278,"1993-06-23 2011-06-30",,,,
2023-06-29,13.01,4.01,450,"1993-06-22 2022-07-06",95.65,5.21,450,"1993-06-22 2022-07-06",18.94,5.14,450,"1993-06-22 2022-07-06",31.28,9.25,450,"1993-06-22 2022-07-06",7.54,3.99,450,"1993-06-22 2022-07-06",65.25,16.48,450,"1993-06-22 2022-07-06",9.06,3.59,450,"1993-06-22 2022-07-06",8.43,6.96,450,"1993-06-22 2022-07-06",3.22,7.31,450,"1993-06-22 2022-07-06",3.23,7.33,447,"1993-06-22 2022-07-06",0,0,448,"1993-06-22 2022-07-06",0,0,279,"1993-06-22 2011-06-30",,,,
2023-06-28,12.77,4.08,450,"1993-06-21 2022-07-05",95.47,5.53,450,"1993-06-21 2022-07-05",18.78,5.13,450,"1993-06-21 2022-07-05",31.27,9.23,450,"1993-06-21 2022-07-05",7.36,4.02,450,"1993-06-21 2022-07-05",65.04,16.77,450,"1993-06-21 2022-07-05",8.89,3.59,450,"1993-06-21 2022-07-05",8.32,6.97,450,"1993-06-21 2022-07-05",3.09,7.17,450,"1993-06-21 2022-07-05",3.1,7.18,448,"1993-06-21 2022-07-05",0,0,449,"1993-06-21 2022-07-05",0,0,280,"1993-06-21 2011-06-30",,,,
2023-06-27,12.62,4.11,450,"1993-06-20 2022-07-04",95.46,5.74,450,"1993-06-20 2022-07-04",18.64,5.12,450,"1993-06-20 2022-07-04",31.63,9.41,450,"1993-06-20 2022-07-04",7.15,4.08,450,"1993-06-20 2022-07-04",64.81,16.82,450,"1993-06-20 2022-07-04",8.7,3.61,450,"1993-06-20 2022-07-04",8.37,6.99,450,"1993-06-20 2022-07-04",3.14,7.27,450,"1993-06-20 2022-07-04",3.14,7.28,449,"1993-06-20 2022-07-04",0,0,450,"1993-06-20 2022-07-04",0,0,281,"1993-06-20 2011-06-30",,,,
2023-06-26,12.45,4.15,450,"1993-06-19 2022-07-03",95.5,5.69,450,"1993-06-19 2022-07-03",18.47,5.16,450,"1993-06-19 2022-07-03",31.88,9.46,450,"1993-06-19 2022-07-03",7.01,4.13,450,"1993-06-19 2022-07-03",64.89,17.24,450,"1993-06-19 2022-07-03",8.55,3.66,450,"1993-06-19 2022-07-03",8.33,7,450,"1993-06-19 2022-07-03",3.18,7.14,450,"1993-06-19 2022-07-03",3.18,7.15,449,"1993-06-19 2022-07-03",0,0,450,"1993-06-19 2022-07-03",0,0,282,"1993-06-19 2011-06-30",,,,
2023-06-25,12.18,4.16,450,"1993-06-18 2022-07-02",95.35,5.98,450,"1993-06-18 2022-07-02",18.29,5.19,450,"1993-06-18 2022-07-02",31.64,9.43,450,"1993-06-18 2022-07-02",6.72,4.09,450,"1993-06-18 2022-07-02",64.65,17.41,450,"1993-06-18 2022-07-02",8.32,3.68,450,"1993-06-18 2022-07-02",8.11,6.96,450,"1993-06-18 2022-07-02",3.12,7.14,450,"1993-06-18 2022-07-02",3.12,7.15,449,"1993-06-18 2022-07-02",0,0,450,"1993-06-18 2022-07-02",0,0,283,"1993-06-18 2011-06-30",,,,
2023-06-24,11.86,4.21,450,"1993-06-17 2022-07-01",95.14,6.28,450,"1993-06-17 2022-07-01",18.09,5.23,450,"1993-06-17 2022-07-01",31.61,9.5,450,"1993-06-17 2022-07-01",6.43,4.13,450,"1993-06-17 2022-07-01",64.06,17.66,450,"1993-06-17 2022-07-01",8.1,3.7,450,"1993-06-17 2022-07-01",8.14,6.91,450,"1993-06-17 2022-07-01",2.95,6.88,450,"1993-06-17 2022-07-01",2.95,6.89,449,"1993-06-17 2022-07-01",0,0,450,"1993-06-17 2022-07-01",0,0,284,"1993-06-17 2011-06-30",,,,
2023-06-23,11.53,4.22,450,"1993-06-16 2022-06-30",95.06,6.36,450,"1993-06-16 2022-06-30",17.77,5.34,450,"1993-06-16 2022-06-30",31.62,9.57,450,"1993-06-16 2022-06-30",6.06,4.08,450,"1993-06-16 2022-06-30",63.83,17.98,450,"1993-06-16 2022-06-30",7.83,3.66,450,"1993-06-16 2022-06-30",8.09,6.82,450,"1993-06-16 2022-06-30",2.82,6.59,450,"1993-06-16 2022-06-30",2.82,6.6,449,"1993-06-16 2022-06-30",0,0,450,"1993-06-16 2022-06-30",0,0,285,"1993-06-16 2011-06-30",,,,
2023-06-22,11.25,4.22,450,"1993-06-15 2022-06-29",94.97,6.5,450,"1993-06-15 2022-06-29",17.53,5.41,450,"1993-06-15 2022-06-29",31.67,9.54,450,"1993-06-15 2022-06-29",5.82,3.97,450,"1993-06-15 2022-06-29",63.68,18.24,450,"1993-06-15 2022-06-29",7.6,3.61,450,"1993-06-15 2022-06-29",8.12,6.75,450,"1993-06-15 2022-06-29",2.84,6.44,450,"1993-06-15 2022-06-29",2.84,6.44,449,"1993-06-15 2022-06-29",0,0,449,"1993-06-15 2022-06-29",0,0,285,"1993-06-15 2011-06-29",,,,
2023-06-21,11.01,4.23,450,"1993-06-14 2022-06-28",94.94,6.5,450,"1993-06-14 2022-06-28",17.31,5.46,450,"1993-06-14 2022-06-28",31.61,9.3,450,"1993-06-14 2022-06-28",5.61,3.9,450,"1993-06-14 2022-06-28",63.65,18.53,450,"1993-06-14 2022-06-28",7.38,3.59,450,"1993-06-14 2022-06-28",8,6.7,450,"1993-06-14 2022-06-28",2.79,6.15,450,"1993-06-14 2022-06-28",2.79,6.16,449,"1993-06-14 2022-06-28",0,0,449,"1993-06-14 2022-06-28",0,0,285,"1993-06-14 2011-06-28",,,,
2023-06-20,10.79,4.24,450,"1993-06-13 2022-06-27",94.8,6.66,450,"1993-06-13 2022-06-27",17.1,5.56,450,"1993-06-13 2022-06-27",31.75,9.23,450,"1993-06-13 2022-06-27",5.42,3.85,450,"1993-06-13 2022-06-27",63.71,18.49,450,"1993-06-13 2022-06-27",7.19,3.6,450,"1993-06-13 2022-06-27",7.93,6.66,450,"1993-06-13 2022-06-27",2.9,6.32,450,"1993-06-13 2022-06-27",2.9,6.32,449,"1993-06-13 2022-06-27",0,0,449,"1993-06-13 2022-06-27",0,0,285,"1993-06-13 2011-06-27",,,,
2023-06-19,10.5,4.25,450,"1993-06-12 2022-06-26",94.64,6.76,450,"1993-06-12 2022-06-26",16.91,5.58,450,"1993-06-12 2022-06-26",31.95,9.25,450,"1993-06-12 2022-06-26",5.18,3.84,450,"1993-06-12 2022-06-26",63.13,18.49,450,"1993-06-12 2022-06-26",7,3.59,450,"1993-06-12 2022-06-26",7.97,6.54,450,"1993-06-12 2022-06-26",2.72,6.14,450,"1993-06-12 2022-06-26",2.72,6.14,449,"1993-06-12 2022-06-26",0,0,449,"1993-06-12 2022-06-26",0,0,285,"1993-06-12 2011-06-26",,,,
2023-06-18,10.24,4.26,450,"1993-06-11 2022-06-25",94.5,6.86,450,"1993-06-11 2022-06-25",16.69,5.55,450,"1993-06-11 2022-06-25",31.91,9.35,450,"1993-06-11 2022-06-25",4.96,3.77,450,"1993-06-11 2022-06-25",62.71,18.36,450,"1993-06-11 2022-06-25",6.79,3.49,450,"1993-06-11 2022-06-25",8.02,6.65,450,"1993-06-11 2022-06-25",2.59,5.79,450,"1993-06-11 2022-06-25",2.59,5.8,449,"1993-06-11 2022-06-25",0,0,449,"1993-06-11 2022-06-25",0,0,285,"1993-06-11 2011-06-25",,,,
2023-06-17,9.94,4.23,450,"1993-06-10 2022-06-24",94.48,6.88,450,"1993-06-10 2022-06-24",16.35,5.56,450,"1993-06-10 2022-06-24",32.11,9.47,450,"1993-06-10 2022-06-24",4.67,3.72,450,"1993-06-10 2022-06-24",62.79,18.43,450,"1993-06-10 2022-06-24",6.52,3.43,450,"1993-06-10 2022-06-24",8.04,6.68,450,"1993-06-10 2022-06-24",2.67,6.02,450,"1993-06-10 2022-06-24",2.67,6,449,"1993-06-10 2022-06-24",0,0.1,449,"1993-06-10 2022-06-24",0,0,286,"1993-06-10 2021-06-10",,,,
2023-06-16,9.59,4.2,450,"1993-06-09 2022-06-23",94.41,6.9,450,"1993-06-09 2022-06-23",16.01,5.58,450,"1993-06-09 2022-06-23",31.82,9.44,450,"1993-06-09 2022-06-23",4.35,3.62,450,"1993-06-09 2022-06-23",62.76,18.65,450,"1993-06-09 2022-06-23",6.22,3.35,450,"1993-06-09 2022-06-23",7.84,6.57,450,"1993-06-09 2022-06-23",2.61,5.67,450,"1993-06-09 2022-06-23",2.61,5.66,449,"1993-06-09 2022-06-23",0,0.1,449,"1993-06-09 2022-06-23",0,0,286,"1993-06-09 2021-06-10",,,,
2023-06-15,9.42,4.16,450,"1993-06-08 2022-06-22",94.5,6.86,450,"1993-06-08 2022-06-22",15.72,5.49,450,"1993-06-08 2022-06-22",31.79,9.43,450,"1993-06-08 2022-06-22",4.11,3.59,450,"1993-06-08 2022-06-22",62.77,18.59,450,"1993-06-08 2022-06-22",5.96,3.35,450,"1993-06-08 2022-06-22",7.74,6.47,450,"1993-06-08 2022-06-22",2.62,5.68,450,"1993-06-08 2022-06-22",2.61,5.67,449,"1993-06-08 2022-06-22",0,0.1,449,"1993-06-08 2022-06-22",0,0,286,"1993-06-08 2021-06-10",,,,
2023-06-14,9.23,4.21,450,"1993-06-07 2022-06-21",94.61,6.81,450,"1993-06-07 2022-06-21",15.47,5.47,450,"1993-06-07 2022-06-21",31.9,9.57,450,"1993-06-07 2022-06-21",3.89,3.66,450,"1993-06-07 2022-06-21",63,18.88,450,"1993-06-07 2022-06-21",5.74,3.35,450,"1993-06-07 2022-06-21",7.64,6.42,450,"1993-06-07 2022-06-21",2.93,6.42,450,"1993-06-07 2022-06-21",2.93,6.41,449,"1993-06-07 2022-06-21",0,0.1,449,"1993-06-07 2022-06-21",0,0,286,"1993-06-07 2021-06-10",,,,
2023-06-13,9.05,4.28,450,"1993-06-06 2022-06-20",94.68,6.98,450,"1993-06-06 2022-06-20",15.17,5.47,450,"1993-06-06 2022-06-20",31.84,9.56,450,"1993-06-06 2022-06-20",3.61,3.76,450,"1993-06-06 2022-06-20",63.31,18.92,450,"1993-06-06 2022-06-20",5.5,3.32,450,"1993-06-06 2022-06-20",7.68,6.33,450,"1993-06-06 2022-06-20",3.02,6.53,450,"1993-06-06 2022-06-20",3.02,6.52,449,"1993-06-06 2022-06-20",0,0.1,449,"1993-06-06 2022-06-20",0,0,286,"1993-06-06 2021-06-10",,,,
2023-06-12,8.8,4.33,450,"1993-06-05 2022-06-19",94.66,7.02,450,"1993-06-05 2022-06-19",14.9,5.41,450,"1993-06-05 2022-06-19",31.7,9.44,450,"1993-06-05 2022-06-19",3.38,3.72,450,"1993-06-05 2022-06-19",63.33,19.08,450,"1993-06-05 2022-06-19",5.28,3.27,450,"1993-06-05 2022-06-19",7.6,6.27,450,"1993-06-05 2022-06-19",2.97,6.46,450,"1993-06-05 2022-06-19",2.96,6.44,449,"1993-06-05 2022-06-19",0,0.1,449,"1993-06-05 2022-06-19",0,0,286,"1993-06-05 2021-06-10",,,,
2023-06-11,8.62,4.34,450,"1993-06-04 2022-06-18",94.67,7.1,450,"1993-06-04 2022-06-18",14.6,5.37,450,"1993-06-04 2022-06-18",31.63,9.42,450,"1993-06-04 2022-06-18",3.15,3.63,450,"1993-06-04 2022-06-18",63.74,19.05,450,"1993-06-04 2022-06-18",5.04,3.17,450,"1993-06-04 2022-06-18",7.7,6.15,450,"1993-06-04 2022-06-18",2.96,6.36,450,"1993-06-04 2022-06-18",2.95,6.35,449,"1993-06-04 2022-06-18",0.01,0.11,449,"1993-06-04 2022-06-18",0,0,287,"1993-06-04 2021-06-10",,,,
2023-06-10,8.41,4.29,450,"1993-06-03 2022-06-17",94.82,6.88,450,"1993-06-03 2022-06-17",14.34,5.3,450,"1993-06-03 2022-06-17",31.92,9.54,450,"1993-06-03 2022-06-17",2.94,3.57,450,"1993-06-03 2022-06-17",63.8,19.45,450,"1993-06-03 2022-06-17",4.82,3.04,450,"1993-06-03 2022-06-17",7.93,6.27,450,"1993-06-03 2022-06-17",3.04,6.34,450,"1993-06-03 2022-06-17",3.04,6.34,448,"1993-06-03 2022-06-17",0.01,0.11,448,"1993-06-03 2022-06-17",0,0,288,"1993-06-03 2021-06-10",,,,
2023-06-09,8.29,4.26,450,"1993-06-02 2022-06-16",94.89,6.7,450,"1993-06-02 2022-06-16",14.13,5.24,450,"1993-06-02 2022-06-16",32.2,9.67,450,"1993-06-02 2022-06-16",2.81,3.52,450,"1993-06-02 2022-06-16",64.16,19.44,450,"1993-06-02 2022-06-16",4.65,2.98,450,"1993-06-02 2022-06-16",7.98,6.37,450,"1993-06-02 2022-06-16",3.24,6.59,450,"1993-06-02 2022-06-16",3.25,6.59,447,"1993-06-02 2022-06-16",0.01,0.11,447,"1993-06-02 2022-06-16",0,0,288,"1993-06-02 2021-06-10",,,,
2023-06-08,8.24,4.28,450,"1993-06-01 2022-06-15",94.92,6.69,450,"1993-06-01 2022-06-15",14.03,5.22,450,"1993-06-01 2022-06-15",32.26,9.72,450,"1993-06-01 2022-06-15",2.72,3.58,450,"1993-06-01 2022-06-15",64.23,19.13,450,"1993-06-01 2022-06-15",4.48,2.99,450,"1993-06-01 2022-06-15",7.84,6.37,450,"1993-06-01 2022-06-15",3.29,6.85,450,"1993-06-01 2022-06-15",3.29,6.86,447,"1993-06-01 2022-06-15",0.01,0.11,447,"1993-06-01 2022-06-15",0,0,288,"1993-06-01 2021-06-10",,,,
2023-06-07,8.13,4.25,450,"1993-05-31 2022-06-14",95.02,6.6,450,"1993-05-31 2022-06-14",13.86,5.23,450,"1993-05-31 2022-06-14",32.65,10.1,450,"1993-05-31 2022-06-14",2.56,3.57,450,"1993-05-31 2022-06-14",64.5,19.28,450,"1993-05-31 2022-06-14",4.32,2.97,450,"1993-05-31 2022-06-14",7.9,6.49,450,"1993-05-31 2022-06-14",3.32,6.84,450,"1993-05-31 2022-06-14",3.32,6.84,448,"1993-05-31 2022-06-14",0.01,0.11,448,"1993-05-31 2022-06-14",0,0,288,"1993-05-31 2021-06-10",,,,
2023-06-06,7.97,4.24,450,"1993-05-30 2022-06-13",95.03,6.68,450,"1993-05-30 2022-06-13",13.72,5.22,450,"1993-05-30 2022-06-13",32.88,10.28,450,"1993-05-30 2022-06-13",2.36,3.53,450,"1993-05-30 2022-06-13",64.22,19.35,450,"1993-05-30 2022-06-13",4.15,2.95,450,"1993-05-30 2022-06-13",8.13,6.67,450,"1993-05-30 2022-06-13",3.4,7.31,450,"1993-05-30 2022-06-13",3.41,7.31,448,"1993-05-30 2022-06-13",0.01,0.11,448,"1993-05-30 2022-06-13",0,0,288,"1993-05-30 2021-06-10",,,,
2023-06-05,7.75,4.28,450,"1993-05-29 2022-06-12",95.13,6.6,450,"1993-05-29 2022-06-12",13.5,5.25,450,"1993-05-29 2022-06-12",32.76,10.28,450,"1993-05-29 2022-06-12",2.14,3.6,450,"1993-05-29 2022-06-12",63.97,19.43,450,"1993-05-29 2022-06-12",3.96,2.94,450,"1993-05-29 2022-06-12",8.1,6.58,450,"1993-05-29 2022-06-12",3.33,7.21,450,"1993-05-29 2022-06-12",3.34,7.21,448,"1993-05-29 2022-06-12",0.01,0.11,448,"1993-05-29 2022-06-12",0,0,288,"1993-05-29 2021-06-10",,,,
2023-06-04,7.64,4.33,450,"1993-05-28 2022-06-11",95.24,6.53,450,"1993-05-28 2022-06-11",13.22,5.22,450,"1993-05-28 2022-06-11",32.69,10.46,450,"1993-05-28 2022-06-11",1.99,3.66,450,"1993-05-28 2022-06-11",64.56,19.43,450,"1993-05-28 2022-06-11",3.79,2.96,450,"1993-05-28 2022-06-11",8.11,6.71,450,"1993-05-28 2022-06-11",3.57,7.46,450,"1993-05-28 2022-06-11",3.57,7.46,448,"1993-05-28 2022-06-11",0.01,0.12,448,"1993-05-28 2022-06-11",0,0,289,"1993-05-28 2021-06-10",,,,
2023-06-03,7.54,4.39,450,"1993-05-27 2022-06-10",95.46,6.35,450,"1993-05-27 2022-06-10",12.99,5.26,450,"1993-05-27 2022-06-10",32.84,10.51,450,"1993-05-27 2022-06-10",1.88,3.76,450,"1993-05-27 2022-06-10",65.18,19.52,450,"1993-05-27 2022-06-10",3.64,3.04,450,"1993-05-27 2022-06-10",8.09,6.77,450,"1993-05-27 2022-06-10",3.82,8.17,450,"1993-05-27 2022-06-10",3.83,8.17,448,"1993-05-27 2022-06-10",0.01,0.12,448,"1993-05-27 2022-06-10",0,0,289,"1993-05-27 2021-06-10",,,,
2023-06-02,7.46,4.47,450,"1993-05-26 2022-06-09",95.38,6.42,450,"1993-05-26 2022-06-09",12.92,5.28,450,"1993-05-26 2022-06-09",32.9,10.52,450,"1993-05-26 2022-06-09",1.75,3.79,450,"1993-05-26 2022-06-09",65.15,19.59,450,"1993-05-26 2022-06-09",3.51,3.04,450,"1993-05-26 2022-06-09",8.09,6.9,450,"1993-05-26 2022-06-09",3.76,8.01,450,"1993-05-26 2022-06-09",3.76,8.02,448,"1993-05-26 2022-06-09",0.02,0.25,448,"1993-05-26 2022-06-09",0,0.19,289,"1993-05-26 2018-06-04",,,,
2023-06-01,7.39,4.58,450,"1993-05-25 2022-06-08",95.36,6.39,450,"1993-05-25 2022-06-08",12.88,5.3,450,"1993-05-25 2022-06-08",33.25,10.62,450,"1993-05-25 2022-06-08",1.61,3.99,450,"1993-05-25 2022-06-08",64.84,19.68,450,"1993-05-25 2022-06-08",3.43,3.16,450,"1993-05-25 2022-06-08",8.18,6.91,450,"1993-05-25 2022-06-08",3.76,8.01,450,"1993-05-25 2022-06-08",3.73,8.02,448,"1993-05-25 2022-06-08",0.05,0.5,448,"1993-05-25 2022-06-08",0,0.19,290,"1993-05-25 2018-06-04",,,,
2023-05-31,7.21,4.55,450,"1993-05-24 2022-06-07",95.3,6.52,450,"1993-05-24 2022-06-07",12.65,5.35,450,"1993-05-24 2022-06-07",33.33,10.73,450,"1993-05-24 2022-06-07",1.38,4,450,"1993-05-24 2022-06-07",64.51,19.61,450,"1993-05-24 2022-06-07",3.29,3.18,450,"1993-05-24 2022-06-07",8.28,7,450,"1993-05-24 2022-06-07",3.66,7.86,450,"1993-05-24 2022-06-07",3.62,7.87,448,"1993-05-24 2022-06-07",0.06,0.5,448,"1993-05-24 2022-06-07",0,0.18,291,"1993-05-24 2018-06-04",,,,
2023-05-30,7.09,4.53,450,"1993-05-23 2022-06-06",95.2,6.67,450,"1993-05-23 2022-06-06",12.58,5.37,450,"1993-05-23 2022-06-06",33.53,10.88,450,"1993-05-23 2022-06-06",1.24,4.07,450,"1993-05-23 2022-06-06",64.14,19.66,450,"1993-05-23 2022-06-06",3.14,3.14,450,"1993-05-23 2022-06-06",8.5,7.16,450,"1993-05-23 2022-06-06",3.52,7.44,450,"1993-05-23 2022-06-06",3.48,7.45,447,"1993-05-23 2022-06-06",0.06,0.51,447,"1993-05-23 2022-06-06",0,0.19,292,"1993-05-23 2021-05-23",,,,
2023-05-29,6.97,4.45,450,"1993-05-22 2022-06-05",95.22,6.35,450,"1993-05-22 2022-06-05",12.55,5.4,450,"1993-05-22 2022-06-05",33.64,10.83,450,"1993-05-22 2022-06-05",1.16,3.98,450,"1993-05-22 2022-06-05",63.78,19.54,450,"1993-05-22 2022-06-05",3.03,3.13,450,"1993-05-22 2022-06-05",8.46,7.32,450,"1993-05-22 2022-06-05",3.44,7.35,450,"1993-05-22 2022-06-05",3.39,7.34,447,"1993-05-22 2022-06-05",0.07,0.6,447,"1993-05-22 2022-06-05",0,0.19,292,"1993-05-22 2021-05-23",,,,
